EXAMPLE_ID,IS_VALID,SCORE,PREDICTED_RULE
anomaly_0946,1,0.9000,
anomaly_0643,1,0.9000,
anomaly_0157,1,0.9000,
anomaly_0113,1,0.9000,
anomaly_0049,1,0.9000,
anomaly_0774,1,0.9000,
anomaly_0094,0,0.1000,
anomaly_0506,0,0.1000,
anomaly_0522,1,0.9000,
anomaly_0142,1,0.9000,
anomaly_0869,0,0.1000,
anomaly_0913,1,0.9000,
anomaly_0409,0,0.1000,
anomaly_0598,0,0.1000,
anomaly_0439,1,0.9000,
anomaly_0599,1,0.9000,
anomaly_0765,1,0.9000,
anomaly_0270,1,0.9000,
anomaly_0552,1,0.9000,
anomaly_0962,1,0.9000,
anomaly_0763,0,0.1000,
anomaly_0253,0,0.1000,
anomaly_0980,1,0.9000,
anomaly_0272,1,0.9000,
anomaly_0147,1,0.9000,
anomaly_0470,1,0.9000,
anomaly_0659,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0406,1,0.9000,
anomaly_0512,1,0.9000,
anomaly_0672,1,0.9000,
anomaly_0218,1,0.9000,
anomaly_0323,1,0.9000,
anomaly_0736,0,0.1000,
anomaly_0581,1,0.9000,
anomaly_0217,0,0.1000,
anomaly_0068,1,0.9000,
anomaly_0275,1,0.9000,
anomaly_0411,1,0.9000,
anomaly_0324,1,0.9000,
anomaly_0825,1,0.9000,
anomaly_0970,0,0.1000,
anomaly_0842,1,0.9000,
anomaly_0235,0,0.1000,
anomaly_0058,1,0.9000,
anomaly_0795,1,0.9000,
anomaly_0787,0,0.1000,
anomaly_0864,0,0.1000,
anomaly_0333,0,0.1000,
anomaly_0702,1,0.9000,
anomaly_0225,1,0.9000,
anomaly_0571,1,0.9000,
anomaly_0705,1,0.9000,
anomaly_0656,1,0.9000,
anomaly_0277,1,0.9000,
anomaly_0389,1,0.9000,
anomaly_0474,1,0.9000,
anomaly_0168,1,0.9000,
anomaly_0982,1,0.9000,
anomaly_0747,1,0.9000,
anomaly_0547,0,0.1000,
anomaly_0176,1,0.9000,
anomaly_0895,0,0.1000,
anomaly_0624,0,0.1000,
anomaly_0074,0,0.1000,
anomaly_0664,1,0.9000,
anomaly_0700,1,0.9000,
anomaly_0958,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0274,1,0.9000,
anomaly_0687,1,0.9000,
anomaly_0215,1,0.9000,
anomaly_0364,1,0.9000,
anomaly_0380,1,0.9000,
anomaly_0167,1,0.9000,
anomaly_0374,0,0.1000,
anomaly_0855,0,0.1000,
anomaly_0651,1,0.9000,
anomaly_0465,1,0.9000,
anomaly_0942,0,0.1000,
anomaly_0935,1,0.9000,
anomaly_0104,1,0.9000,
anomaly_0888,0,0.1000,
anomaly_0966,0,0.1000,
anomaly_0876,1,0.9000,
anomaly_0082,0,0.1000,
anomaly_0297,1,0.9000,
anomaly_0792,1,0.9000,
anomaly_0234,1,0.9000,
anomaly_0678,1,0.9000,
anomaly_0047,1,0.9000,
anomaly_0072,1,0.9000,
anomaly_0722,1,0.9000,
anomaly_0197,1,0.9000,
anomaly_0592,1,0.9000,
anomaly_0371,1,0.9000,
anomaly_0883,1,0.9000,
anomaly_0907,1,0.9000,
anomaly_0634,0,0.1000,
anomaly_0644,1,0.9000,
anomaly_0850,1,0.9000,
anomaly_0301,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0566,0,0.1000,
anomaly_0081,1,0.9000,
anomaly_0388,0,0.1000,
anomaly_0128,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0550,1,0.9000,
anomaly_0471,1,0.9000,
anomaly_0748,1,0.9000,
anomaly_0045,1,0.9000,
anomaly_0827,1,0.9000,
anomaly_0271,1,0.9000,
anomaly_0619,1,0.9000,
anomaly_0353,0,0.1000,
anomaly_0868,1,0.9000,
anomaly_0368,1,0.9000,
anomaly_0100,1,0.9000,
anomaly_0390,1,0.9000,
anomaly_0095,1,0.9000,
anomaly_0978,1,0.9000,
anomaly_0345,0,0.1000,
anomaly_0782,0,0.1000,
anomaly_0221,0,0.1000,
anomaly_0160,1,0.9000,
anomaly_0952,0,0.1000,
anomaly_0349,0,0.1000,
anomaly_0971,0,0.1000,
anomaly_0715,1,0.9000,
anomaly_0164,1,0.9000,
anomaly_0826,1,0.9000,
anomaly_0778,1,0.9000,
anomaly_0007,1,0.9000,
anomaly_0891,1,0.9000,
anomaly_0829,1,0.9000,
anomaly_0285,1,0.9000,
anomaly_0604,1,0.9000,
anomaly_0460,0,0.1000,
anomaly_0226,1,0.9000,
anomaly_0430,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0974,0,0.1000,
anomaly_0719,1,0.9000,
anomaly_0666,1,0.9000,
anomaly_0734,1,0.9000,
anomaly_0204,0,0.1000,
anomaly_0575,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0028,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0617,0,0.1000,
anomaly_0518,0,0.1000,
anomaly_0239,0,0.1000,
anomaly_0224,0,0.1000,
anomaly_0096,1,0.9000,
anomaly_0031,1,0.9000,
anomaly_0033,1,0.9000,
anomaly_0433,1,0.9000,
anomaly_0605,0,0.1000,
anomaly_0090,1,0.9000,
anomaly_0559,1,0.9000,
anomaly_0914,1,0.9000,
anomaly_0759,1,0.9000,
anomaly_0693,1,0.9000,
anomaly_0105,0,0.1000,
anomaly_0755,0,0.1000,
anomaly_0143,1,0.9000,
anomaly_0229,1,0.9000,
anomaly_0251,1,0.9000,
anomaly_0282,1,0.9000,
anomaly_0760,1,0.9000,
anomaly_0026,1,0.9000,
anomaly_0115,0,0.1000,
anomaly_0655,1,0.9000,
