EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0588,RCA CLEAN 1,,,,
valid_0589,DEVELOP PHOTORESIST,,,,
valid_0590,ANNEAL DIELECTRIC,,,,
valid_0591,STRIP RESIST,,,,
valid_0592,DEPOSIT PASSIVATION,,,,
valid_0593,STRIP RESIST,,,,
valid_0594,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0595,CLEAN AFTER VIA ETCH,,,,
valid_0596,DEVELOP PHOTORESIST,,,,
valid_0597,CLEAN AFTER VIA ETCH,,,,
valid_0598,DEPOSIT PASSIVATION,,,,
valid_0599,CLEAN AFTER VIA ETCH,,,,
valid_0600,ETCH SILICON OR OXIDE WINDOW,,,,
