EXAMPLE_ID,PREDICTED_SEQUENCE
valid_0100,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
valid_0101,DEVELOP PHOTORESIST|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0102,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON
valid_0103,DEVELOP PHOTORESIST|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0104,STRIP RESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
valid_0105,PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0106,DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
valid_0107,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0108,STRIP RESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH
valid_0109,PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0110,DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1
valid_0111,STRIP RESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0112,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
valid_0113,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0114,DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
valid_0115,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0116,STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
valid_0117,DEVELOP PAD WINDOW|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0118,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
